particulars,uom,unit_cost,supply_code,specifications,category_item_id,category_item_budget_id,category_group_id,is_ppmp
MAster for resograph bDD3344 model,PIECE,4871.8,CI-231,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Portable 2 in 1 Electric Cleaner (Blower & Vacuum),UNIT,1000,51OE,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Portable 2 in 1 Electric Cleaner Blower  Vacuum,UNIT,1100,51OE,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Rice Cooker (Big)50 cups; heavy duty,UNIT,5000,29KU-51,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Ring Light 21inch with tripod and phone holder and DSLR holder; 3000k-6000K Dimmable Bi-Color LED light Ring Control with Remote with carry case/bag,UNIT,16105.1,51OE-171,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
STAND FAN & WATER DISPENSER,LOT,23830,SOCIO-0007,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Shedder,UNIT,48315.3,51OE-176,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Shredder; Heavy Duty,UNIT,31002.32,51OE-179,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Shredder; Heavy Duty paper cut capacity 10 pages                                                                   cut type: Confetti cutWorking Voltage: 120V/230VParticle size: 4 x 50mmSpeed: 2.5 MPM                                                                                                                    media type coverage: cd; paper; credit cards; paper clipsSize: h x W x D. 400 x 252 x 415weight: 10.5kg,UNIT,26573.42,51OE-180,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Shredder; Heavy Duty paper cut capacity 10 pages; cut type: Confetti cut; Working Voltage: 120V/230V; Particle size: 4 x 50mm; Speed: 2.5 MPM; media type coverage: cd; paper; credit cards; paper clips; Size: h x W x D. 400 x 252 x 415; weight: 10.5kg,UNIT,26573.42,51OE-181,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Siever/shredder,UNIT,53146.83,51OE-183,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Smart Automatic 4500Pa Vacuum Cleaner Mist UV Disinfection Dust Sweeper; Specifications:Strong suction; low decibel; will not affect your working or sleeping.This sweeper has functions of UV disinfection and mist spray; very practical.Used to sweep garbage such as ash; melon seeds; sand; hair and so on.Applicable for marble; tile; wooden floor; etc..Item Name: Smart SweeperMaterial: ABS + MetalOperation Method: MechanicalPower Supply: USBTiming Function: NoRated Voltage: 3.6VSwitch Type: Common ButtonCleaning Route: RandomService Environment: HouseholdRemote Control: NoLCD Display: NoVirtual Wall: NoCleaning Method: Sweeping; Vacuuming; Mopping; UV Disinfection; Mist SprayCollision Protection: Mechanical CollisionBattery Capacity: 3.7V 3000mAh (Included)Working Time: about 120minCharging Time: 1.5hSuction: 4500PaCleaning Area: 200 Square MetersRated Power: 5W,UNIT,3300,28CA,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Spare Parts of Aircondition,LOT,2500,20AC,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Steam Cleaner Machines,UNIT,35000,51OE-103,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Vaccum Cleaner; heavy duty,UNIT,9743.59,51OE-209,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Vacuum Cleaner3 in 1 functions; Wet; Dry; Blow220v-240v 50/60hz >=1200wFor Engineering Laboratory Maintenance,PIECE,9663.06,04LE-783,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Vacuum Cleaner 40 liters,UNIT,16829.84,AT-160,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Vacuum Cleaner wet and dry with power socket 25li 1250Watts,UNIT,5500,AT-001,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Vacuum Cleaner; Heavy Duty,UNIT,19487.17,51OE-211,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
coffee maker,UNIT,6820.52,OTS,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
pcs Weighing scale 10 kls,UNIT,500,OS,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
vacuum cleaner,PIECE,4831.53,51OE-233,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
All-in-1 Dual HDD Docking Station,UNIT,6200.47,28CA-28,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00099-Others,106,15,5,
DESKTOP; for Basic Users,unit,24793.6,43211507-DSK001,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
DESKTOP; for Mid-Range Users,unit,42390.4,43211507-DSK002,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
Drawing Pad: â€¢ Color: Cosmo Black; Midnight Green; Violet Purple â€¢ Dimension: 366.5 x 217.4 x 11.8mm â€¢ Net Weight: 980g â€¢ Touch Ring: - â€¢ Press Keys: 8 Programmable Press Keys â€¢ Stand: ST300(Optional) â€¢ Video Interface: USB-C; Full-Featured USB-C  â€¢ Workspace: 293.76 Ã— 165.24mm â€¢ Resolution: 1920 x 1080(16:9) â€¢ LCD Type: IPS â€¢ AG Glass:A nti-glare protective film â€¢ Full Lamination: YES â€¢ Contrast Ratio: 1000:1 â€¢ Brightness: 220cd/m2 â€¢ Response Time: 25ms â€¢ Viewing Angle: 89Â°/89Â°(H)/89Â°/89Â°(V) (Typ.)(CR>10) â€¢ Gamut: 120% sRGB â€¢ Display Color: 16.7M(8bit) ? â€¢ Pen Technology: Battery-Free Electromagnetic Resonance â€¢ Pen Resolution: 5080LPI â€¢ Pressure Sensitivity: 8192Levels â€¢ Tilt Support: Â±60Â° â€¢ Sensing Height: 10mm â€¢ Report Rate: 266PPS â€¢ Accuracy: Â±0.5mm (Center) Â±3mm (Corner),UNIT,16105.1,02CU,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
Graphic Drawing tabletTechnology?ElectromagneticDimension?390.4mm(L)*249.98mm(W)*12.9mm(H)Display Area?293.76mm(H) x 165.24mm(V)Display Resolution?1920x1080 pixelsColor Gamut?88% NTSC ; AdobeÂ® RGB?91%?sRGB?123%Shortcut Keys?8Roller wheel?1Response Time?14msPixel Pitch?0.153 * 0.153mmColor Displays?16.7MContrast Ratio?1000:1Viewing Angle?178Â°Pressure Levels?8;192Tilt?60DegreesReport Rate??220Resolution?5080 LPIAccuracy?Â±0.01inch(center)Reading Height?10mmSupply Voltage?DC 5VUSB Interface?USBCurrent consumption?2APower Consumption?10WCompatibility?WindowsÂ® 10/8/7 (32/64bit); Linux (Detailed versions); Mac OS XÂ® 10.10  and higher.,UNIT,15000,28CA-137,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
LAPTOP; Lightweight,unit,46800,43211503-LAP002,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
LAPTOP; for Mid-range Users,unit,42380,43211503-LAP001,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
LAPTOP; for mid range user,UNIT,46800,DBM-43211503-LAP003,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
Media Converter â€¢ Media Converterâ€¢ Fiber Type: Single Modeâ€¢ Connector Type: SC/UPCâ€¢ Size: 20*10*5â€¢ Model Number: HTB-3100â€¢ Product Name: media converterâ€¢ Fiber Port: 1 port 155M fiberâ€¢ Ethernet Port: 100/1000M Ethernet port,UNIT,1756.92,28CA-274,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00099-Others,106,15,5,
Motherboard,UNIT,8857.81,28CA-152,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
TABLET11.0 inchesIPS LCD; 120Hz1600 x 2560 pixels; 16:10 ratio274 ppi densityLTEHSPA 42.2/5.76 Mbps; LTE13 MPLED flash; HDR; panorama1080p@30fps8 MP; 105? (ultrawide)1080p@30fpsAndroid 11Qualcomm SM8250-AC Snapdragon 870 5G (7 nm)Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585)Adreno 6506GB128GB / 256GBUnspecifiedLi-Po8100 mAhNon-RemovableFast charging 33WReverse chargingLoud Speaker; with stereo speakers (8 speakers)Accelerometer; gyro; proximity5.0; A2DP; LEYes; with A-GPS; GLONASS; BDSUSB Type-C 2.0; USB On-The-GoWi-Fi 802.11 a/b/g/n/ac; dual-band; Wi-Fi Direct; hotspot,UNIT,12000,02CU,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
TABLET Android 11.0 CPU : Snapdragon 865 Processor : Octa-core(ARM 2*A75 2.0G + 6*A55 2.0G) GPU : G52-3EE-8core @ 850MHz RAM : 12GB ROM : 512GB Extended Storage : Supports microSD Card up to 2TB(Not included) About Storage : The actual available internal phone storage may differ depending on the software configuration of your tablet. ? Screen Size : 12 inch full screen Resolution : 2000Ã—1200 IPS ? Touch Screen Capacitive multi-touch 10-point touch On-cell full lamination process With Oleophobic layer Display Mode : Eye protection mode ? Camera Front camera : 24MP Rear camera : 32MP Battery Capacity : 15000mAh,UNIT,16500,OTS,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
"TABLETAndroid â€¢	ProcessorMediaTek Helio A22 (4C; 4x A53 @2.0GHz)â€¢	GraphicsIntegrated IMG GE8300 GPUâ€¢	ChipsetMediaTek SoC Platformâ€¢	Memory2GB Solderedâ€¢	Display8"" HD (1280x800) IPS 350nitsâ€¢	Touchscreen10-point Multi-touchâ€¢	Expandable MemoryMicroSD card (Up to 128GB)â€¢	Storage32GB eMMCâ€¢	WLAN + Bluetooth11a/b/g/n/ac; 1x1 + BT5.0â€¢	WWAN4G LTEâ€¢	Card SlotSingle Nano-SIM & MicroSD Card Holder Trayâ€¢	Bundled AccessoriesSmart Charging Stationâ€¢	ColorIron Greyâ€¢	Case MaterialMetalâ€¢	CameraFront 2.0MP / Rear 5.0MPâ€¢	Microphone2x; Arrayâ€¢	VoiceCallVoiceCallâ€¢	BatteryIntegrated 5000mAhâ€¢	Power Adapter5V / 2.0Aâ€¢	Operating SystemAndroid Pieâ€¢	Bundled ServiceNot Avaiableâ€¢	Base Warranty1-year; Carry-inâ€¢	End of SupportNot Avaiable",UNIT,20000,28CA,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
"Tablet Android â€¢ ProcessorMediaTek Helio A22 (4C; 4x A53 @2.0GHz)â€¢ GraphicsIntegrated IMG GE8300 GPUâ€¢ ChipsetMediaTek SoC Platformâ€¢ Memory2GB Solderedâ€¢ Display8"" HD (1280x800) IPS 350nitsâ€¢ Touchscreen10-point Multi-touchâ€¢ Expandable MemoryMicroSD card (Up to 128GB)â€¢ Storage32GB eMMCâ€¢ WLAN + Bluetooth11a/b/g/n/ac; 1x1 + BT5.0â€¢ WWAN4G LTEâ€¢ Card SlotSingle Nano-SIM & MicroSD Card Holder Trayâ€¢ Bundled AccessoriesSmart Charging Stationâ€¢ ColorIron Greyâ€¢ Case MaterialMetalâ€¢ CameraFront 2.0MP / Rear 5.0MPâ€¢ Microphone2x; Arrayâ€¢ VoiceCallVoiceCallâ€¢ BatteryIntegrated 5000mAhâ€¢ Power Adapter5V / 2.0Aâ€¢ Operating SystemAndroid Pieâ€¢ Bundled ServiceNot Avaiableâ€¢ Base Warranty1-year; Carry-inâ€¢ End of SupportNot Avaiable",UNIT,28989.18,02CU-2,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
"â€¢ Drawing Padâ€¢ ExpressKeysâ„¢: Yes - 4 customizable application-specific settingsâ€¢ Resolution: 2540 lpiâ€¢ Wireless Support: Yes-Bluetooth Classic on Bluetooth modelsâ€¢ ON/OFF/Bluetooth Pairing button: Yes-Bluetooth Classic on Bluetooth modelsâ€¢ Reset Button: Yes-Bluetooth Classic on Bluetooth modelsâ€¢ Pen : Wacom Pen 4K (LP-1100K)â€¢ Pressure Levels: 4096â€¢ Cable Included: Yes - 1.5 m (4.9 ft) PVC-free USB to micro USB cable with L-shape plugâ€¢ Security: One tether slotâ€¢ Productivity Boosters: Radial menu; Display toggle and On-screen keypad available on all modelsâ€¢ Battery:Yes - built-in; non-replaceable Li-ion battery on Bluetooth models onlyâ€¢ Continuous operation time/Charging Time: 15 hours minimum; up to 3.5 hours (on Bluetooth models only)â€¢ System Requirements: WindowsÂ® 7 or later (excluding Windows 10 S; latest service pack/build); OS X 10.11 or later (latest update); standard USB Type-A port; Bluetooth Classic for wireless connection (Bluetooth models only: CTL-4100WL; CTL-6100WL); internet access to download driver for tablet to work and to select downloadable software*â€¢ *Wacom ID and product registration required""â€¢ Reading Speed (pen): 133 ppsâ€¢ Technology : Patented electromagnetic resonance methodâ€¢ What's in the Box: Wacom Intuos creative pen tablet medium; with Bluetooth;Pressure-sensitive; battery-free Wacom Pen 4K;PVC-free USB cable with cable tidy and L-shaped connector;3 extra standard nibs (located inside pen);nib removal tool on end of pen;Quick start guide;Regulation sheet;Online User Guide and Important product information found in Wacom Desktop Centerâ€¢ Software Included: Choice of 1 software : CorelÂ® PainterÂ® Essentialsâ„¢ 6; CorelÂ® AfterShotâ„¢ 3; CLIP STUDIO PAINT PROâ€¢ Dimensions: 31cm x 25cm x 6cm",UNIT,13176.9,02CU-4,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00001-Computers,106,15,5,
PRINTER; Impact; Dot Matrix; 24 pins; 136 columns,unit,38100.97,43212102-PR-D02,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00002-Printers and Scanners,106,15,5,
PRINTER; Impact; Dot Matrix; 9 pins; 80 columns,unit,10189.92,43212102-PR-D01,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00002-Printers and Scanners,106,15,5,
PRINTER; Laser; Monochrome,unit,2636.89,43212105-PR-L01,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00002-Printers and Scanners,106,15,5,
DLP ProjectorSpecs 1280 x 800 pixels (WXGA)16.77 million colors; white and color light output3100 lumens; front; wall or ceiling mounted,UNIT,30000,15LP,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00003-Projectors,106,15,5,
DLP Projector; 3;500ANSI Lumens; 20;000 Hours (Standard) 30;000 Hours (Eco); WUXGA (1;920 x 1;200); HMDI - Yes; Number of HDMI Ports - 2,UNIT,49388.9,15LP-23,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00003-Projectors,106,15,5,
Dual-Ban same screen display adapter wireless projectopn 1080P HDMI Screen,UNIT,2657.35,51OE-237,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00003-Projectors,106,15,5,
Electronics Engineering: Projector digital LED projector: includes 4 pairs of 3 D glasses; ANSI Lumens 600; projection distance: Native 1280x 800 support 1080 p: lights source: LED: screen scale: 4:3/16:9; optical; resolution: 1280x 800 dpi: contrast ratio; 5000:1: brightness: 5500 Lumens: projected dimension; 50-300 inches; Lifespan of LED lamp; over 50;000 hrs;,SET,33000,15LP,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00003-Projectors,106,15,5,
MULTIMEDIA PROJECTOR; 4000 ANSI Lumens (min.),unit,16588,45111609-MM-P01,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00003-Projectors,106,15,5,
Multimedia Projector,UNIT,18470,DBM-45111609-MM-P01,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00003-Projectors,106,15,5,
Powerpoint Projectors  Specs: 1920x1080 pixels LCD Projector with VGA/HDMI Ports/ with projector tripod stand,UNIT,48315.3,28CA,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00003-Projectors,106,15,5,
Powerpoint Projectors (College of IndusTech) Specs: 1920x1080 pixels LCD Projector with VGA/HDMI Ports/ with projector tripod stand,UNIT,48315.3,15LP-4,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00003-Projectors,106,15,5,
Conference Camera; 4K HD Webcam For Video Conference streaming Recording 5X Digital Zoom,UNIT,23039.16,28CA-72,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Desktop Computer KeyboardUSB; Wired; Membrane Key; with numeric right keyboardPurpose: For Engineering Computer Laboratory,PIECE,732.05,28CA,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
"Desktop Computer Monitor:LED; >=21.5""; LED; 1920x1080; VGA; HDMIPurpose: For Engineering Computer Laboratory",PIECE,11712.8,28CA,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Desktop Computer Optical MouseUSB; wired; 2 buttons w/ optical wheel; with Mouse PadPurpose: For Engineering Computer Laboratory,PIECE,512.43,28CA,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Desktop computer optical mouse USB wired 2 buttons with optical wheel with mouse pad purpose for engineering computer laboratory,UNIT,563.67,28CA,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
HEADPHONE with Microphone (Noise Cancelling; Jack Type),UNIT,885.78,28CA-119,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Headphone,PIECE,3897.43,04LE-350,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Headphone with Mic  USB TypeComfortable to WearMulti Function JackOmnidirectional MicrophoneSpeaker Unit: Moving Coil/50mmLine Length: 2.3mImpedance: 32Sensitivity: 42db/mwRated Power: 20mWPointing: OmnidirectionalInterface Type: USB 2.0 Product Size: 214 x 179 x 95mmFrequency Range: 20Hz-20KHz,UNIT,1594.41,28CA-118,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Headset; with Microphone,UNIT,6200.47,28CA-120,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
KEYBOARD USB TYPE,UNIT,602.33,28CA-126,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Keyboard; USB; Wired; Round Edge Keycaps; Laser EngravingPurpose: For Engineering Computer Laboratory,PIECE,732.05,28CA,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Keyboard; Wireless,PIECE,1151.52,28CA-127,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
Keyborad and Mouse Combo USB Type,UNIT,779.48,28CA-128,1040503000-Semi-Expendable Information and Communications Technology Equipment - 00004-Other Computer Peripherals,106,15,5,
