Particulars,Unit,Unit Cost,Stock/Property #,UMIS Account Code and Account Title,UACS Code - Accounting,Account Title - Accounting,UACS Code - Budget,Account Title - Budget,Account Group,Budget Category,PPMP?
Muriate of Potash,SACK,"2,415.77",AG-302,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Native Plow,UNIT,"1,288.41",AG-050-1,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nitric acid,PIECE,"2,143.59",AG-176,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nursery Net,ROLL,"1,771.56",AG-051-1,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nursery Net (DD-22 BLACK),ROLL,"3,000.00",OTS,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nursey Supplies and Materials (Black Twine; White Twine; and Fertilizer),PIECE,"20,169.39",AG-052-1,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nutrient agar,PIECE,"1,656.41",AG-177,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon Heavy Duty Garden Trolls netting for climbing plant,METER,175.69,AG-297,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon rope (#12),UNIT,550,AG-574,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon rope (2mm),UNIT,550,AG-575,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon#300,KILO,800,AG-098-2,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
OYSTER MUSHROOM SPAWN,BOTTLE,161.05,AG-060-1,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Okra Seeds,PACK,65,AG-1015,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Onion Leaves seedling,BUNDLE,88.58,AG-179,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Onion bulb seeds,PACK,620.04,AG-178,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Concoction,LITER,531.47,AG-180,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Ferilizer,BAG,512.43,AG-303,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Fertilizer (Vermi-compost),SACK,"2,125.87",AG-181,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Oxygen gas (gas refill only),CYLINDER,"5,314.68",AG-182,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Oyster mushroom spawn,BOTTLE,146.41,AG-185,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PE Net (for marine fish cage) 14k single width,ROLL,"26,484.84",04LE-536,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PE Plastic screen #1,UNIT,"3,520.00",AG-577,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PH indicator (blue),PIECE,"1,309.54",AG-192,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PH indicator Papers,PIECE,"1,309.54",AG-193,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLASTIC MUCH fILM (3FT X 400M),ROLL,"3,805.20",AG-299,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
POLYTHELENE BAG (4X4X8) @ 100/PACK,PACK,620.04,AG-208,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PURPLE LETTUCE SEEDS,UNIT,"3,382.07",AG-215,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Palm Kernel Meal,SACK,620.04,AG-187,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pandan seedlings,BUNDLE,88.58,AG-188,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pastic Pail,PIECE,265.74,AG-189,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pechay seeds,PACK,85,AG-1017,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Penthoate,LITER,"1,463.96",AG-190,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Peptone,PIECE,"1,333.98",AG-191,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Perna viridis,UNIT,"2,200.00",AG-578,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Phnethoate Insecticide,LIT,"1,505.82",AG-194,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plain sheet Gauge 26 3x10 meter,PIECE,779.48,AG-061-1,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plankton Nets,PIECE,"5,500.00",04LE,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic Drum,PIECE,"1,996.50",AG-063,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic Mulching,ROLL,"2,093.66",AG-064-1,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic Mulching,ROLL,"1,550.00",OTS,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic Twine 1 ply,ROLL,175,AG-1009,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic drum,UNIT,"2,200.00",AG-579,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic drums 200 L capacity,PIECE,"3,000.00",AG-1007,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic gloves,PIECE,241.58,AG-199,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic mesh tray class A large (40cm x 29cm x 7cm),METER,55,OTS-2001,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Plastic portable fish bag,BUNDLE,"2,970.00",OTS,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Polybag 10x12,PIECE,12.41,AG-201,1040409000-Agricultural and Marine Supplies Inventory - 00000-Agricultural and Marine Supplies Inventory,1040409000,Agricultural and Marine Supplies Inventory,5020310000,Agricultural and Marine Supplies Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
